Date,City,Country,% Change In Waze Driven Miles/KMs
"Jan 28, 2021",London,United Kingdom,-0.3
"Jan 28, 2021",Paris,France,-0.17
"Jan 28, 2021",New York,United States,-0.16
"Jan 28, 2021",Prague,Czechia,-0.15
"Jan 28, 2021",Sao Paulo,Brazil,-0.15
"Jan 27, 2021",San Francisco,United States,-0.56
"Jan 27, 2021",London,United Kingdom,-0.3
"Jan 27, 2021",Prague,Czechia,-0.18
"Jan 27, 2021",New York,United States,-0.17
"Jan 27, 2021",Paris,France,-0.17
"Jan 27, 2021",Sao Paulo,Brazil,-0.15
"Jan 26, 2021",San Francisco,United States,-0.65
"Jan 26, 2021",London,United Kingdom,-0.3
"Jan 26, 2021",New York,United States,-0.23
"Jan 26, 2021",Paris,France,-0.2
"Jan 26, 2021",Prague,Czechia,-0.14
"Jan 26, 2021",Sao Paulo,Brazil,0.13
"Jan 25, 2021",San Francisco,United States,-0.53
"Jan 25, 2021",London,United Kingdom,-0.29
"Jan 25, 2021",Paris,France,-0.17
"Jan 25, 2021",Sao Paulo,Brazil,-0.15
"Jan 25, 2021",Prague,Czechia,-0.14
"Jan 25, 2021",New York,United States,-0.14
"Jan 24, 2021",London,United Kingdom,-0.59
"Jan 24, 2021",San Francisco,United States,-0.52
"Jan 24, 2021",Paris,France,-0.38
"Jan 24, 2021",New York,United States,-0.23
"Jan 24, 2021",Sao Paulo,Brazil,-0.18
"Jan 24, 2021",Prague,Czechia,-0.14
"Jan 23, 2021",San Francisco,United States,-0.59
"Jan 23, 2021",London,United Kingdom,-0.46
"Jan 23, 2021",Paris,France,-0.38
"Jan 23, 2021",Prague,Czechia,-0.3
"Jan 23, 2021",New York,United States,-0.24
"Jan 23, 2021",Sao Paulo,Brazil,-0.16
"Jan 22, 2021",San Francisco,United States,-0.57
"Jan 22, 2021",London,United Kingdom,-0.32
"Jan 22, 2021",Paris,France,-0.26
"Jan 22, 2021",Prague,Czechia,-0.2
"Jan 22, 2021",New York,United States,-0.19
"Jan 22, 2021",Sao Paulo,Brazil,-0.13
"Jan 21, 2021",San Francisco,United States,-0.62
"Jan 21, 2021",London,United Kingdom,-0.34
"Jan 21, 2021",Prague,Czechia,-0.18
"Jan 21, 2021",Paris,France,-0.18
"Jan 21, 2021",New York,United States,-0.17
"Jan 21, 2021",Sao Paulo,Brazil,-0.15
"Jan 20, 2021",San Francisco,United States,-0.55
"Jan 20, 2021",London,United Kingdom,-0.31
"Jan 20, 2021",New York,United States,-0.18
"Jan 20, 2021",Paris,France,-0.17
"Jan 20, 2021",Prague,Czechia,-0.17
"Jan 20, 2021",Sao Paulo,Brazil,-0.15
"Jan 19, 2021",San Francisco,United States,-0.45
"Jan 19, 2021",London,United Kingdom,-0.31
"Jan 19, 2021",Paris,France,-0.2
"Jan 19, 2021",Prague,Czechia,-0.13
"Jan 19, 2021",New York,United States,-0.13
"Jan 19, 2021",Sao Paulo,Brazil,-0.07
"Jan 18, 2021",San Francisco,United States,-0.57
"Jan 18, 2021",London,United Kingdom,-0.3
"Jan 18, 2021",Paris,France,-0.18
"Jan 18, 2021",New York,United States,-0.16
"Jan 18, 2021",Prague,Czechia,-0.15
"Jan 18, 2021",Sao Paulo,Brazil,0.06
"Jan 17, 2021",London,United Kingdom,-0.55
"Jan 17, 2021",San Francisco,United States,-0.44
"Jan 17, 2021",Paris,France,-0.38
"Jan 17, 2021",New York,United States,-0.24
"Jan 17, 2021",Prague,Czechia,-0.2
"Jan 17, 2021",Sao Paulo,Brazil,-0.07
"Jan 16, 2021",San Francisco,United States,-0.55
"Jan 16, 2021",London,United Kingdom,-0.5
"Jan 16, 2021",Paris,France,-0.5
"Jan 16, 2021",Prague,Czechia,-0.36
"Jan 16, 2021",New York,United States,-0.24
"Jan 16, 2021",Sao Paulo,Brazil,-0.14
"Jan 15, 2021",San Francisco,United States,-0.56
"Jan 15, 2021",London,United Kingdom,-0.36
"Jan 15, 2021",Paris,France,-0.26
"Jan 15, 2021",Prague,Czechia,-0.24
"Jan 15, 2021",New York,United States,-0.19
"Jan 15, 2021",Sao Paulo,Brazil,-0.16
"Jan 14, 2021",San Francisco,United States,-0.56
"Jan 14, 2021",London,United Kingdom,-0.35
"Jan 14, 2021",Prague,Czechia,-0.2
"Jan 14, 2021",Sao Paulo,Brazil,-0.18
"Jan 14, 2021",Paris,France,-0.18
"Jan 14, 2021",New York,United States,-0.18
"Jan 13, 2021",San Francisco,United States,-0.57
"Jan 13, 2021",London,United Kingdom,-0.33
"Jan 13, 2021",Prague,Czechia,-0.21
"Jan 13, 2021",Paris,France,-0.19
"Jan 13, 2021",Sao Paulo,Brazil,-0.17
"Jan 13, 2021",New York,United States,-0.15
"Jan 12, 2021",San Francisco,United States,-0.57
"Jan 12, 2021",London,United Kingdom,-0.34
"Jan 12, 2021",New York,United States,-0.19
"Jan 12, 2021",Paris,France,-0.18
"Jan 12, 2021",Prague,Czechia,-0.16
"Jan 12, 2021",Sao Paulo,Brazil,-0.09
"Jan 11, 2021",San Francisco,United States,-0.51
"Jan 11, 2021",London,United Kingdom,-0.31
"Jan 11, 2021",Paris,France,-0.19
"Jan 11, 2021",Prague,Czechia,-0.18
"Jan 11, 2021",New York,United States,-0.16
"Jan 11, 2021",Sao Paulo,Brazil,0.04
"Jan 10, 2021",London,United Kingdom,-0.56
"Jan 10, 2021",San Francisco,United States,-0.53
"Jan 10, 2021",Paris,France,-0.38
"Jan 10, 2021",New York,United States,-0.25
"Jan 10, 2021",Prague,Czechia,-0.25
"Jan 10, 2021",Sao Paulo,Brazil,-0.08
"Jan 9, 2021",San Francisco,United States,-0.58
"Jan 9, 2021",London,United Kingdom,-0.52
"Jan 9, 2021",Paris,France,-0.37
"Jan 9, 2021",Prague,Czechia,-0.35
"Jan 9, 2021",New York,United States,-0.26
"Jan 9, 2021",Sao Paulo,Brazil,-0.17
"Jan 8, 2021",San Francisco,United States,-0.61
"Jan 8, 2021",London,United Kingdom,-0.38
"Jan 8, 2021",Paris,France,-0.29
"Jan 8, 2021",Prague,Czechia,-0.24
"Jan 8, 2021",New York,United States,-0.22
"Jan 8, 2021",Sao Paulo,Brazil,-0.21
"Jan 7, 2021",San Francisco,United States,-0.5
"Jan 7, 2021",London,United Kingdom,-0.38
"Jan 7, 2021",Prague,Czechia,-0.27
"Jan 7, 2021",Sao Paulo,Brazil,-0.24
"Jan 7, 2021",Paris,France,-0.22
"Jan 7, 2021",New York,United States,-0.19
"Jan 6, 2021",San Francisco,United States,-0.59
"Jan 6, 2021",London,United Kingdom,-0.36
"Jan 6, 2021",Prague,Czechia,-0.27
"Jan 6, 2021",Sao Paulo,Brazil,-0.24
"Jan 6, 2021",Paris,France,-0.2
"Jan 6, 2021",New York,United States,-0.18
"Jan 5, 2021",San Francisco,United States,-0.63
"Jan 5, 2021",London,United Kingdom,-0.32
"Jan 5, 2021",Prague,Czechia,-0.27
"Jan 5, 2021",Paris,France,-0.22
"Jan 5, 2021",New York,United States,-0.2
"Jan 5, 2021",Sao Paulo,Brazil,-0.14
"Jan 4, 2021",San Francisco,United States,-0.51
"Jan 4, 2021",London,United Kingdom,-0.33
"Jan 4, 2021",Prague,Czechia,-0.26
"Jan 4, 2021",Paris,France,-0.23
"Jan 4, 2021",New York,United States,-0.2
"Jan 4, 2021",Sao Paulo,Brazil,-0.01
"Jan 3, 2021",London,United Kingdom,-0.52
"Jan 3, 2021",San Francisco,United States,-0.51
"Jan 3, 2021",Prague,Czechia,-0.25
"Jan 3, 2021",New York,United States,-0.24
"Jan 3, 2021",Sao Paulo,Brazil,-0.13
"Jan 3, 2021",Paris,France,-0.11
"Jan 2, 2021",San Francisco,United States,-0.66
"Jan 2, 2021",London,United Kingdom,-0.52
"Jan 2, 2021",Sao Paulo,Brazil,-0.48
"Jan 2, 2021",New York,United States,-0.32
"Jan 2, 2021",Paris,France,-0.22
"Jan 2, 2021",Prague,Czechia,-0.2
"Jan 1, 2021",Sao Paulo,Brazil,-0.65
"Jan 1, 2021",San Francisco,United States,-0.6
"Jan 1, 2021",Prague,Czechia,-0.57
"Jan 1, 2021",London,United Kingdom,-0.48
"Jan 1, 2021",Paris,France,-0.45
"Jan 1, 2021",New York,United States,-0.32
"Dec 31, 2020",Prague,Czechia,-0.54
"Dec 31, 2020",San Francisco,United States,-0.54
"Dec 31, 2020",Sao Paulo,Brazil,-0.53
"Dec 31, 2020",London,United Kingdom,-0.3
"Dec 31, 2020",Paris,France,-0.28
"Dec 31, 2020",New York,United States,-0.17
"Dec 30, 2020",San Francisco,United States,-0.51
"Dec 30, 2020",Sao Paulo,Brazil,-0.34
"Dec 30, 2020",London,United Kingdom,-0.33
"Dec 30, 2020",Prague,Czechia,-0.33
"Dec 30, 2020",Paris,France,-0.16
"Dec 30, 2020",New York,United States,-0.09
"Dec 29, 2020",San Francisco,United States,-0.56
"Dec 29, 2020",London,United Kingdom,-0.35
"Dec 29, 2020",Prague,Czechia,-0.31
"Dec 29, 2020",Sao Paulo,Brazil,-0.23
"Dec 29, 2020",Paris,France,-0.2
"Dec 29, 2020",New York,United States,-0.16
"Dec 28, 2020",San Francisco,United States,-0.47
"Dec 28, 2020",London,United Kingdom,-0.43
"Dec 28, 2020",Prague,Czechia,-0.34
"Dec 28, 2020",Paris,France,-0.2
"Dec 28, 2020",New York,United States,-0.16
"Dec 28, 2020",Sao Paulo,Brazil,-0.14
"Dec 27, 2020",San Francisco,United States,-0.59
"Dec 27, 2020",London,United Kingdom,-0.51
"Dec 27, 2020",Paris,France,-0.39
"Dec 27, 2020",Sao Paulo,Brazil,-0.28
"Dec 27, 2020",Prague,Czechia,-0.28
"Dec 27, 2020",New York,United States,-0.26
"Dec 26, 2020",San Francisco,United States,-0.66
"Dec 26, 2020",London,United Kingdom,-0.54
"Dec 26, 2020",Sao Paulo,Brazil,-0.44
"Dec 26, 2020",Prague,Czechia,-0.39
"Dec 26, 2020",Paris,France,-0.38
"Dec 26, 2020",New York,United States,-0.31
"Dec 25, 2020",San Francisco,United States,-0.67
"Dec 25, 2020",Prague,Czechia,-0.65
"Dec 25, 2020",Sao Paulo,Brazil,-0.55
"Dec 25, 2020",Paris,France,-0.49
"Dec 25, 2020",London,United Kingdom,-0.45
"Dec 25, 2020",New York,United States,-0.4
"Dec 24, 2020",Prague,Czechia,-0.66
"Dec 24, 2020",San Francisco,United States,-0.58
"Dec 24, 2020",Sao Paulo,Brazil,-0.3
"Dec 24, 2020",London,United Kingdom,-0.27
"Dec 24, 2020",Paris,France,-0.26
"Dec 24, 2020",New York,United States,-0.09
"Dec 23, 2020",San Francisco,United States,-0.49
"Dec 23, 2020",Prague,Czechia,-0.23
"Dec 23, 2020",London,United Kingdom,-0.21
"Dec 23, 2020",Paris,France,-0.12
"Dec 23, 2020",New York,United States,-0.05
"Dec 23, 2020",Sao Paulo,Brazil,-0.04
"Dec 22, 2020",San Francisco,United States,-0.52
"Dec 22, 2020",London,United Kingdom,-0.22
"Dec 22, 2020",Paris,France,-0.15
"Dec 22, 2020",New York,United States,-0.1
"Dec 22, 2020",Prague,Czechia,-0.01
"Dec 22, 2020",Sao Paulo,Brazil,0.09
"Dec 21, 2020",San Francisco,United States,-0.46
"Dec 21, 2020",London,United Kingdom,-0.21
"Dec 21, 2020",New York,United States,-0.17
"Dec 21, 2020",Paris,France,-0.13
"Dec 21, 2020",Prague,Czechia,0.1
"Dec 21, 2020",Sao Paulo,Brazil,0.14
"Dec 20, 2020",San Francisco,United States,-0.65
"Dec 20, 2020",London,United Kingdom,-0.39
"Dec 20, 2020",Paris,France,-0.38
"Dec 20, 2020",New York,United States,-0.27
"Dec 20, 2020",Prague,Czechia,-0.23
"Dec 20, 2020",Sao Paulo,Brazil,0.02
"Dec 19, 2020",San Francisco,United States,-0.58
"Dec 19, 2020",Paris,France,-0.34
"Dec 19, 2020",New York,United States,-0.28
"Dec 19, 2020",Prague,Czechia,-0.21
"Dec 19, 2020",London,United Kingdom,-0.18
"Dec 19, 2020",Sao Paulo,Brazil,0.05
"Dec 18, 2020",San Francisco,United States,-0.61
"Dec 18, 2020",New York,United States,-0.35
"Dec 18, 2020",Paris,France,-0.2
"Dec 18, 2020",London,United Kingdom,-0.12
"Dec 18, 2020",Sao Paulo,Brazil,0
"Dec 18, 2020",Prague,Czechia,0.09
"Dec 17, 2020",New York,United States,-0.65
"Dec 17, 2020",San Francisco,United States,-0.53
"Dec 17, 2020",Paris,France,-0.15
"Dec 17, 2020",London,United Kingdom,-0.12
"Dec 17, 2020",Sao Paulo,Brazil,-0.03
"Dec 17, 2020",Prague,Czechia,0.14
"Dec 16, 2020",San Francisco,United States,-0.54
"Dec 16, 2020",New York,United States,-0.17
"Dec 16, 2020",Paris,France,-0.11
"Dec 16, 2020",Sao Paulo,Brazil,-0.04
"Dec 16, 2020",London,United Kingdom,-0.02
"Dec 16, 2020",Prague,Czechia,0.13
"Dec 15, 2020",San Francisco,United States,-0.53
"Dec 15, 2020",New York,United States,-0.16
"Dec 15, 2020",Paris,France,-0.13
"Dec 15, 2020",Sao Paulo,Brazil,0.05
"Dec 15, 2020",London,United Kingdom,0.08
"Dec 15, 2020",Prague,Czechia,0.19
"Dec 14, 2020",San Francisco,United States,-0.54
"Dec 14, 2020",Paris,France,-0.15
"Dec 14, 2020",New York,United States,-0.14
"Dec 14, 2020",London,United Kingdom,0.01
"Dec 14, 2020",Prague,Czechia,0.15
"Dec 14, 2020",Sao Paulo,Brazil,0.15
"Dec 13, 2020",San Francisco,United States,-0.63
"Dec 13, 2020",Paris,France,-0.43
"Dec 13, 2020",New York,United States,-0.19
"Dec 13, 2020",London,United Kingdom,-0.14
"Dec 13, 2020",Prague,Czechia,-0.06
"Dec 13, 2020",Sao Paulo,Brazil,0.05
"Dec 12, 2020",San Francisco,United States,-0.61
"Dec 12, 2020",Paris,France,-0.38
"Dec 12, 2020",New York,United States,-0.23
"Dec 12, 2020",Prague,Czechia,-0.11
"Dec 12, 2020",London,United Kingdom,-0.04
"Dec 12, 2020",Sao Paulo,Brazil,0.01
"Dec 11, 2020",San Francisco,United States,-0.52
"Dec 11, 2020",Paris,France,-0.26
"Dec 11, 2020",New York,United States,-0.21
"Dec 11, 2020",Sao Paulo,Brazil,-0.04
"Dec 11, 2020",London,United Kingdom,0.01
"Dec 11, 2020",Prague,Czechia,0.03
"Dec 10, 2020",San Francisco,United States,-0.58
"Dec 10, 2020",New York,United States,-0.18
"Dec 10, 2020",Paris,France,-0.17
"Dec 10, 2020",Sao Paulo,Brazil,-0.07
"Dec 10, 2020",London,United Kingdom,-0.04
"Dec 10, 2020",Prague,Czechia,0.07
"Dec 9, 2020",San Francisco,United States,-0.49
"Dec 9, 2020",Paris,France,-0.18
"Dec 9, 2020",New York,United States,-0.16
"Dec 9, 2020",Sao Paulo,Brazil,-0.08
"Dec 9, 2020",London,United Kingdom,-0.01
"Dec 9, 2020",Prague,Czechia,0.08
"Dec 8, 2020",San Francisco,United States,-0.59
"Dec 8, 2020",New York,United States,-0.19
"Dec 8, 2020",Paris,France,-0.18
"Dec 8, 2020",London,United Kingdom,-0.03
"Dec 8, 2020",Sao Paulo,Brazil,0.02
"Dec 8, 2020",Prague,Czechia,0.12
"Dec 7, 2020",San Francisco,United States,-0.53
"Dec 7, 2020",Paris,France,-0.19
"Dec 7, 2020",New York,United States,-0.16
"Dec 7, 2020",London,United Kingdom,-0.04
"Dec 7, 2020",Prague,Czechia,0.07
"Dec 7, 2020",Sao Paulo,Brazil,0.11
"Dec 6, 2020",San Francisco,United States,-0.52
"Dec 6, 2020",Paris,France,-0.45
"Dec 6, 2020",New York,United States,-0.23
"Dec 6, 2020",London,United Kingdom,-0.14
"Dec 6, 2020",Prague,Czechia,-0.06
"Dec 6, 2020",Sao Paulo,Brazil,0.02
"Dec 5, 2020",San Francisco,United States,-0.53
"Dec 5, 2020",Paris,France,-0.42
"Dec 5, 2020",New York,United States,-0.3
"Dec 5, 2020",Prague,Czechia,-0.16
"Dec 5, 2020",London,United Kingdom,-0.06
"Dec 5, 2020",Sao Paulo,Brazil,0
"Dec 4, 2020",San Francisco,United States,-0.64
"Dec 4, 2020",Paris,France,-0.3
"Dec 4, 2020",New York,United States,-0.21
"Dec 4, 2020",Sao Paulo,Brazil,-0.07
"Dec 4, 2020",London,United Kingdom,-0.06
"Dec 4, 2020",Prague,Czechia,0.01
"Dec 3, 2020",San Francisco,United States,-0.51
"Dec 3, 2020",Paris,France,-0.2
"Dec 3, 2020",New York,United States,-0.18
"Dec 3, 2020",Sao Paulo,Brazil,-0.11
"Dec 3, 2020",London,United Kingdom,-0.02
"Dec 3, 2020",Prague,Czechia,0.04
"Dec 2, 2020",San Francisco,United States,-0.53
"Dec 2, 2020",Paris,France,-0.21
"Dec 2, 2020",New York,United States,-0.15
"Dec 2, 2020",Sao Paulo,Brazil,-0.11
"Dec 2, 2020",London,United Kingdom,-0.07
"Dec 2, 2020",Prague,Czechia,-0.04
"Dec 1, 2020",San Francisco,United States,-0.55
"Dec 1, 2020",Paris,France,-0.21
"Dec 1, 2020",New York,United States,-0.18
"Dec 1, 2020",London,United Kingdom,-0.17
"Dec 1, 2020",Prague,Czechia,-0.01
"Dec 1, 2020",Sao Paulo,Brazil,-0.01
"Nov 30, 2020",San Francisco,United States,-0.41
"Nov 30, 2020",Paris,France,-0.23
"Nov 30, 2020",London,United Kingdom,-0.2
"Nov 30, 2020",New York,United States,-0.14
"Nov 30, 2020",Prague,Czechia,0.01
"Nov 30, 2020",Sao Paulo,Brazil,0.07
"Nov 29, 2020",Paris,France,-0.52
"Nov 29, 2020",San Francisco,United States,-0.42
"Nov 29, 2020",London,United Kingdom,-0.4
"Nov 29, 2020",New York,United States,-0.15
"Nov 29, 2020",Prague,Czechia,-0.14
"Nov 29, 2020",Sao Paulo,Brazil,0.1
"Nov 28, 2020",San Francisco,United States,-0.53
"Nov 28, 2020",Paris,France,-0.48
"Nov 28, 2020",London,United Kingdom,-0.32
"Nov 28, 2020",New York,United States,-0.26
"Nov 28, 2020",Prague,Czechia,-0.2
"Nov 28, 2020",Sao Paulo,Brazil,-0.01
"Nov 27, 2020",San Francisco,United States,-0.59
"Nov 27, 2020",Paris,France,-0.38
"Nov 27, 2020",New York,United States,-0.21
"Nov 27, 2020",London,United Kingdom,-0.2
"Nov 27, 2020",Prague,Czechia,-0.12
"Nov 27, 2020",Sao Paulo,Brazil,-0.08
"Nov 26, 2020",San Francisco,United States,-0.56
"Nov 26, 2020",Paris,France,-0.32
"Nov 26, 2020",New York,United States,-0.32
"Nov 26, 2020",London,United Kingdom,-0.2
"Nov 26, 2020",Sao Paulo,Brazil,-0.12
"Nov 26, 2020",Prague,Czechia,-0.12
"Nov 25, 2020",San Francisco,United States,-0.39
"Nov 25, 2020",Paris,France,-0.31
"Nov 25, 2020",London,United Kingdom,-0.22
"Nov 25, 2020",Prague,Czechia,-0.18
"Nov 25, 2020",Sao Paulo,Brazil,-0.14
"Nov 25, 2020",New York,United States,-0.1
"Nov 24, 2020",San Francisco,United States,-0.49
"Nov 24, 2020",Paris,France,-0.31
"Nov 24, 2020",London,United Kingdom,-0.19
"Nov 24, 2020",New York,United States,-0.13
"Nov 24, 2020",Prague,Czechia,-0.07
"Nov 24, 2020",Sao Paulo,Brazil,-0.04
"Nov 23, 2020",San Francisco,United States,-0.55
"Nov 23, 2020",Paris,France,-0.31
"Nov 23, 2020",London,United Kingdom,-0.22
"Nov 23, 2020",New York,United States,-0.15
"Nov 23, 2020",Prague,Czechia,-0.09
"Nov 23, 2020",Sao Paulo,Brazil,0.12
"Nov 22, 2020",Paris,France,-0.65
"Nov 22, 2020",San Francisco,United States,-0.58
"Nov 22, 2020",London,United Kingdom,-0.41
"Nov 22, 2020",Prague,Czechia,-0.18
"Nov 22, 2020",New York,United States,-0.18
"Nov 22, 2020",Sao Paulo,Brazil,0.01
"Nov 21, 2020",Paris,France,-0.63
"Nov 21, 2020",San Francisco,United States,-0.57
"Nov 21, 2020",London,United Kingdom,-0.34
"Nov 21, 2020",Prague,Czechia,-0.28
"Nov 21, 2020",New York,United States,-0.17
"Nov 21, 2020",Sao Paulo,Brazil,-0.09
"Nov 20, 2020",San Francisco,United States,-0.56
"Nov 20, 2020",Paris,France,-0.41
"Nov 20, 2020",London,United Kingdom,-0.23
"Nov 20, 2020",New York,United States,-0.19
"Nov 20, 2020",Prague,Czechia,-0.17
"Nov 20, 2020",Sao Paulo,Brazil,-0.16
"Nov 19, 2020",San Francisco,United States,-0.49
"Nov 19, 2020",Paris,France,-0.33
"Nov 19, 2020",London,United Kingdom,-0.24
"Nov 19, 2020",New York,United States,-0.15
"Nov 19, 2020",Prague,Czechia,-0.15
"Nov 19, 2020",Sao Paulo,Brazil,-0.14
"Nov 18, 2020",San Francisco,United States,-0.56
"Nov 18, 2020",Paris,France,-0.32
"Nov 18, 2020",London,United Kingdom,-0.24
"Nov 18, 2020",Sao Paulo,Brazil,-0.19
"Nov 18, 2020",New York,United States,-0.13
"Nov 18, 2020",Prague,Czechia,-0.13
"Nov 17, 2020",San Francisco,United States,-0.56
"Nov 17, 2020",Paris,France,-0.31
"Nov 17, 2020",Prague,Czechia,-0.28
"Nov 17, 2020",London,United Kingdom,-0.21
"Nov 17, 2020",New York,United States,-0.16
"Nov 17, 2020",Sao Paulo,Brazil,-0.06
"Nov 16, 2020",San Francisco,United States,-0.44
"Nov 16, 2020",Paris,France,-0.32
"Nov 16, 2020",London,United Kingdom,-0.21
"Nov 16, 2020",Prague,Czechia,-0.17
"Nov 16, 2020",New York,United States,-0.15
"Nov 16, 2020",Sao Paulo,Brazil,0
"Nov 15, 2020",Paris,France,-0.67
"Nov 15, 2020",San Francisco,United States,-0.47
"Nov 15, 2020",London,United Kingdom,-0.44
"Nov 15, 2020",Prague,Czechia,-0.29
"Nov 15, 2020",New York,United States,-0.17
"Nov 15, 2020",Sao Paulo,Brazil,0.01
"Nov 14, 2020",Paris,France,-0.66
"Nov 14, 2020",San Francisco,United States,-0.55
"Nov 14, 2020",London,United Kingdom,-0.38
"Nov 14, 2020",Prague,Czechia,-0.24
"Nov 14, 2020",New York,United States,-0.2
"Nov 14, 2020",Sao Paulo,Brazil,-0.05
"Nov 13, 2020",San Francisco,United States,-0.45
"Nov 13, 2020",Paris,France,-0.42
"Nov 13, 2020",London,United Kingdom,-0.25
"Nov 13, 2020",New York,United States,-0.2
"Nov 13, 2020",Prague,Czechia,-0.2
"Nov 13, 2020",Sao Paulo,Brazil,-0.1
"Nov 12, 2020",San Francisco,United States,-0.47
"Nov 12, 2020",Paris,France,-0.35
"Nov 12, 2020",London,United Kingdom,-0.24
"Nov 12, 2020",Prague,Czechia,-0.2
"Nov 12, 2020",New York,United States,-0.16
"Nov 12, 2020",Sao Paulo,Brazil,-0.13
"Nov 11, 2020",Paris,France,-0.65
"Nov 11, 2020",San Francisco,United States,-0.49
"Nov 11, 2020",Prague,Czechia,-0.22
"Nov 11, 2020",London,United Kingdom,-0.2
"Nov 11, 2020",New York,United States,-0.15
"Nov 11, 2020",Sao Paulo,Brazil,-0.12
"Nov 10, 2020",San Francisco,United States,-0.52
"Nov 10, 2020",Paris,France,-0.31
"Nov 10, 2020",London,United Kingdom,-0.23
"Nov 10, 2020",Prague,Czechia,-0.16
"Nov 10, 2020",New York,United States,-0.15
"Nov 10, 2020",Sao Paulo,Brazil,-0.05
"Nov 9, 2020",San Francisco,United States,-0.44
"Nov 9, 2020",Paris,France,-0.35
"Nov 9, 2020",London,United Kingdom,-0.23
"Nov 9, 2020",Prague,Czechia,-0.17
"Nov 9, 2020",New York,United States,-0.06
"Nov 9, 2020",Sao Paulo,Brazil,0.11
"Nov 8, 2020",Paris,France,-0.72
"Nov 8, 2020",London,United Kingdom,-0.49
"Nov 8, 2020",San Francisco,United States,-0.46
"Nov 8, 2020",Prague,Czechia,-0.22
"Nov 8, 2020",New York,United States,-0.09
"Nov 8, 2020",Sao Paulo,Brazil,0.01
"Nov 7, 2020",Paris,France,-0.69
"Nov 7, 2020",San Francisco,United States,-0.51
"Nov 7, 2020",London,United Kingdom,-0.41
"Nov 7, 2020",Prague,Czechia,-0.33
"Nov 7, 2020",New York,United States,-0.17
"Nov 7, 2020",Sao Paulo,Brazil,-0.04
"Nov 6, 2020",San Francisco,United States,-0.46
"Nov 6, 2020",Paris,France,-0.44
"Nov 6, 2020",London,United Kingdom,-0.25
"Nov 6, 2020",Prague,Czechia,-0.24
"Nov 6, 2020",New York,United States,-0.18
"Nov 6, 2020",Sao Paulo,Brazil,-0.11
"Nov 5, 2020",San Francisco,United States,-0.41
"Nov 5, 2020",Paris,France,-0.38
"Nov 5, 2020",Prague,Czechia,-0.28
"Nov 5, 2020",London,United Kingdom,-0.17
"Nov 5, 2020",New York,United States,-0.16
"Nov 5, 2020",Sao Paulo,Brazil,-0.15
"Nov 4, 2020",San Francisco,United States,-0.59
"Nov 4, 2020",Paris,France,-0.37
"Nov 4, 2020",Prague,Czechia,-0.28
"Nov 4, 2020",New York,United States,-0.16
"Nov 4, 2020",Sao Paulo,Brazil,-0.15
"Nov 4, 2020",London,United Kingdom,0.19
"Nov 3, 2020",San Francisco,United States,-0.51
"Nov 3, 2020",Paris,France,-0.37
"Nov 3, 2020",Prague,Czechia,-0.22
"Nov 3, 2020",New York,United States,-0.17
"Nov 3, 2020",Sao Paulo,Brazil,0.07
"Nov 3, 2020",London,United Kingdom,0.09
"Nov 2, 2020",San Francisco,United States,-0.43
"Nov 2, 2020",Paris,France,-0.36
"Nov 2, 2020",Prague,Czechia,-0.22
"Nov 2, 2020",Sao Paulo,Brazil,-0.14
"Nov 2, 2020",New York,United States,-0.1
"Nov 2, 2020",London,United Kingdom,0.02
"Nov 1, 2020",San Francisco,United States,-0.45
"Nov 1, 2020",Paris,France,-0.44
"Nov 1, 2020",Sao Paulo,Brazil,-0.2
"Nov 1, 2020",Prague,Czechia,-0.17
"Nov 1, 2020",New York,United States,-0.1
"Nov 1, 2020",London,United Kingdom,-0.06
"Oct 31, 2020",Paris,France,-0.55
"Oct 31, 2020",San Francisco,United States,-0.51
"Oct 31, 2020",Prague,Czechia,-0.26
"Oct 31, 2020",New York,United States,-0.16
"Oct 31, 2020",Sao Paulo,Brazil,-0.11
"Oct 31, 2020",London,United Kingdom,-0.04
"Oct 30, 2020",San Francisco,United States,-0.55
"Oct 30, 2020",Paris,France,-0.38
"Oct 30, 2020",Prague,Czechia,-0.29
"Oct 30, 2020",New York,United States,-0.17
"Oct 30, 2020",Sao Paulo,Brazil,-0.13
"Oct 30, 2020",London,United Kingdom,-0.04
"Oct 29, 2020",San Francisco,United States,-0.43
"Oct 29, 2020",Prague,Czechia,-0.29
"Oct 29, 2020",Sao Paulo,Brazil,-0.14
"Oct 29, 2020",New York,United States,-0.14
"Oct 29, 2020",London,United Kingdom,-0.07
"Oct 29, 2020",Paris,France,0.02
"Oct 28, 2020",Prague,Czechia,-0.5
"Oct 28, 2020",San Francisco,United States,-0.49
"Oct 28, 2020",Sao Paulo,Brazil,-0.14
"Oct 28, 2020",New York,United States,-0.1
"Oct 28, 2020",Paris,France,-0.07
"Oct 28, 2020",London,United Kingdom,-0.05
"Oct 27, 2020",San Francisco,United States,-0.52
"Oct 27, 2020",Prague,Czechia,-0.17
"Oct 27, 2020",New York,United States,-0.14
"Oct 27, 2020",Paris,France,-0.12
"Oct 27, 2020",Sao Paulo,Brazil,-0.06
"Oct 27, 2020",London,United Kingdom,-0.05
"Oct 26, 2020",San Francisco,United States,-0.39
"Oct 26, 2020",Prague,Czechia,-0.16
"Oct 26, 2020",Paris,France,-0.09
"Oct 26, 2020",New York,United States,-0.08
"Oct 26, 2020",London,United Kingdom,-0.06
